Month,WeekOfMonth,DayOfWeek,AccidentArea,MonthClaimed,WeekOfMonthClaimed,DayOfWeekClaimed,Sex,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,UnusualDeductible,ClaimsPerAgent,MaritalStatus,PriceToAgeRatio,PriceToAgeRatio_Capped,HighRiskVehicleFlag,ClaimAmountRisk,DaysBetween,ClaimProcessingTime,FraudFound_P
10,1,5,1,10,2,3,1,27,0,13,1,1,14,400,1,4,4,0,5,33,0,0,0,5,0,1,1995,3,0,15179,1,0.397603060461005,0.397603060461005,0,2,1,370,1
3,4,4,1,4,1,4,1,52,0,11,1,1,9,400,2,4,4,2,7,45,0,0,0,3,0,1,1994,1,0,15179,1,0.3073552872806119,0.3073552872806119,0,4,1,374,1
2,1,7,1,2,3,5,1,36,0,11,1,1,7,500,2,4,4,1,5,35,0,0,0,2,3,1,1994,1,1,15179,0,0.32883456632550445,0.32883456632550445,0,4,1,387,1
10,3,1,1,10,3,1,0,29,0,11,1,1,10,400,1,4,4,2,4,33,0,0,0,5,0,1,1995,1,0,15179,1,0.33781670681835874,0.33781670681835874,0,1,1,365,1
10,3,5,1,11,1,5,1,29,0,13,1,1,1,400,1,4,4,1,5,33,0,0,0,0,0,1,1995,3,0,15179,1,0.2542109339935859,0.2542109339935859,0,1,1,379,1
9,1,2,0,9,2,1,1,29,0,33,3,5,4,400,2,4,4,0,5,33,0,0,0,0,2,1,1995,3,0,15179,0,0.6931471805599453,0.6931471805599453,0,12,1,371,1
1,2,1,1,1,2,3,1,34,0,11,1,1,6,400,2,4,4,0,5,33,0,0,0,1,0,1,1994,1,0,15179,0,0.2892673390549041,0.2892673390549041,0,2,1,375,1
2,3,6,0,3,1,4,1,54,0,13,1,0,3,400,2,4,4,0,7,45,0,0,0,2,0,1,1994,3,0,15179,1,0.11778303565638346,0.11778303565638346,0,0,1,379,1
4,2,3,1,4,3,2,1,40,1,11,1,1,13,500,1,4,4,0,6,38,0,0,0,0,3,1,1994,1,1,15179,1,0.3272196946446909,0.3272196946446909,0,2,1,370,1
6,4,2,0,8,3,4,1,33,0,13,1,3,9,400,2,4,4,2,5,34,0,0,0,4,0,1,1996,3,0,15179,1,0.47329311134306395,0.47329311134306395,0,8,1,424,1
11,3,2,0,12,3,2,1,22,0,11,1,1,5,400,3,4,4,2,3,28,0,0,0,2,0,1,1995,1,0,15179,0,0.3825030136928689,0.3825030136928689,0,3,1,370,1
8,1,6,1,8,1,2,1,30,0,11,1,1,6,400,2,4,4,2,6,33,0,0,0,0,0,1,1994,1,0,15179,0,0.34145387369068075,0.34145387369068075,0,3,1,361,1
5,3,5,0,5,2,2,1,30,0,11,1,1,2,400,1,4,4,1,5,33,0,0,0,5,0,2,1994,1,0,15179,0,0.35131121008794575,0.35131121008794575,0,2,1,362,1
8,4,5,0,8,4,3,1,47,0,11,1,1,5,400,1,4,4,1,6,45,0,0,0,5,0,1,1994,1,0,15179,0,0.2941120666050941,0.2941120666050941,0,1,1,365,1
8,3,1,1,8,3,2,1,31,0,11,1,1,14,355,4,4,4,1,4,33,0,0,0,0,1,1,1995,1,0,15179,1,0.3094704082439006,0.3094704082439006,0,4,1,366,1
12,4,4,0,1,1,1,1,26,0,11,1,1,12,400,2,4,4,2,5,33,0,0,0,0,0,1,1994,1,0,15179,1,0.2522843474530508,0.2522843474530508,0,2,1,10,1
5,2,6,1,5,2,1,1,26,0,11,1,1,13,400,3,4,4,0,5,33,0,0,0,3,1,1,1994,1,0,15179,0,0.2623517470406352,0.2623517470406352,0,3,1,359,1
2,2,5,1,3,3,1,1,19,0,13,1,5,12,400,1,4,4,0,0,16,0,0,0,0,0,1,1994,3,0,15179,0,1.9459101490553132,0.6931471805599453,0,8,1,385,1
10,4,3,1,10,4,2,0,44,0,11,1,1,15,400,2,4,4,1,3,38,0,0,0,2,0,1,1995,1,0,15179,1,0.4015055872165416,0.4015055872165416,0,2,1,364,1
9,1,3,0,9,3,1,1,30,0,11,1,0,3,400,1,4,4,0,4,33,0,0,0,0,0,1,1995,1,0,15179,0,0.3084144653438501,0.3084144653438501,0,0,1,376,1
4,1,3,1,4,2,1,1,33,0,12,1,5,3,400,4,4,4,1,5,35,0,0,0,2,0,1,1994,2,0,15179,1,0.6495943351770225,0.6495943351770225,0,20,1,366,1
1,2,1,1,1,4,3,1,29,0,11,1,1,7,400,2,4,4,0,5,33,0,0,0,0,0,1,1994,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,2,1,375,1
9,1,6,1,9,2,3,1,40,0,11,1,1,14,400,2,4,4,0,5,38,0,0,0,0,0,1,1995,1,0,15179,1,0.3426198960046695,0.3426198960046695,0,3,1,369,1
8,2,1,1,8,4,2,1,35,0,13,1,0,6,400,4,4,4,0,5,33,0,0,0,0,0,1,1995,3,0,15179,0,0.22783030091891213,0.22783030091891213,0,2,1,380,1
11,2,2,1,1,2,3,1,32,0,27,2,5,4,400,1,4,4,1,6,33,0,0,0,4,0,1,1994,2,0,15179,0,0.6190392084062234,0.6190392084062234,0,9,1,65,1
8,3,3,1,8,2,5,0,35,0,12,1,1,15,400,1,4,4,0,5,33,0,0,0,1,1,1,1995,2,0,15179,1,0.2969531279268138,0.2969531279268138,0,1,1,367,1
4,4,5,1,5,2,4,1,35,0,11,1,0,7,400,3,4,4,0,5,33,0,0,0,0,0,1,1996,1,0,15179,0,0.2229099324504592,0.2229099324504592,0,1,1,365,1
6,1,4,1,6,4,2,1,19,0,13,1,5,5,400,4,4,4,0,0,16,0,0,0,0,0,1,1994,3,0,15179,0,1.9459101490553132,0.6931471805599453,0,20,1,391,1
5,2,7,1,5,2,1,1,20,0,11,1,2,9,400,1,4,4,0,4,27,0,0,0,0,0,1,1994,1,0,15179,0,0.47710106715759226,0.474976871340658,0,2,1,359,1
10,1,1,1,10,1,2,1,41,0,11,1,4,11,500,2,4,4,0,6,38,0,0,0,0,3,1,1994,1,1,15179,1,0.5865986545410093,0.5865986545410093,0,9,1,367,1
4,4,5,1,4,4,4,1,66,0,13,1,1,2,400,1,4,4,1,7,70,0,0,0,3,0,1,1994,3,0,15179,0,0.22314355131420976,0.22314355131420976,0,1,1,363,1
1,2,2,0,1,2,1,1,32,0,21,2,5,13,400,3,4,4,0,6,33,0,0,0,0,3,1,1995,1,0,15179,1,0.6190392084062234,0.6190392084062234,0,15,1,365,1
3,2,6,1,4,2,2,1,28,0,13,1,1,5,400,2,4,4,2,4,33,0,0,0,3,0,1,1994,3,0,15179,1,0.31331449660788613,0.31331449660788613,0,2,1,387,1
2,3,1,1,2,3,3,1,30,0,11,1,1,9,400,2,3,3,0,4,33,0,0,0,0,0,1,1995,1,0,15179,0,0.3011037454502228,0.3011037454502228,0,2,1,375,1
7,3,1,1,7,4,3,1,35,0,11,1,1,8,400,2,4,4,0,4,35,0,0,0,0,0,1,1995,1,0,15179,1,0.31519736857732894,0.31519736857732894,0,2,1,374,1
4,2,2,1,5,1,2,1,63,0,11,1,1,9,400,2,4,4,2,5,58,0,0,0,1,0,1,1994,1,0,15179,1,0.3380124363257686,0.3380124363257686,0,3,1,394,1
5,3,5,0,5,3,1,1,48,0,11,1,1,6,400,4,4,4,0,6,45,0,0,0,0,0,1,1994,1,0,15179,1,0.2417201054499985,0.2417201054499985,0,4,1,361,1
6,2,6,0,6,2,1,0,27,0,13,1,0,13,400,4,4,4,1,4,33,0,0,0,3,0,1,1994,3,0,15179,0,0.16263459352104492,0.16263459352104492,0,0,1,359,1
2,2,3,1,2,4,2,1,27,0,11,1,1,7,400,2,4,4,1,5,33,0,0,0,1,0,1,1995,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,2,1,374,1
10,1,2,1,10,1,3,0,31,0,11,1,1,2,400,2,4,4,1,4,33,0,0,0,2,2,1,1995,1,0,15179,0,0.2940526052984341,0.2940526052984341,0,2,1,365,1
9,2,4,1,9,3,2,0,32,0,11,1,2,5,400,3,4,4,1,4,33,0,0,0,4,1,2,1995,1,0,15179,0,0.4428675283185417,0.4428675283185417,0,6,1,369,1
10,4,1,0,10,1,2,1,28,0,11,1,1,12,400,1,4,4,2,5,33,0,0,0,0,0,1,1995,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,1,1,369,1
1,4,4,0,2,1,2,1,18,0,21,2,5,8,400,2,4,4,1,3,23,0,0,0,0,0,1,1994,1,0,15179,0,0.9022711403820027,0.6931471805599453,0,11,1,369,1
9,4,2,1,9,3,3,1,67,0,33,3,5,6,400,2,4,4,0,7,68,0,0,0,0,0,1,1995,3,0,15179,1,0.5596157879354227,0.5596157879354227,0,10,1,367,1
9,3,1,1,9,3,3,1,61,0,13,1,4,2,400,1,4,4,2,7,58,0,0,0,1,0,1,1996,3,0,15179,0,0.5470087104753322,0.5470087104753322,0,5,1,367,1
3,1,4,0,3,1,3,1,60,0,12,1,0,10,400,1,4,4,1,5,58,0,0,0,5,0,1,1995,2,0,15179,1,0.17163741500224028,0.17163741500224028,0,0,1,363,1
5,3,2,1,6,4,1,1,41,0,11,1,2,9,400,1,4,4,1,6,38,0,0,0,3,0,2,1994,1,0,15179,1,0.3852748837874178,0.3852748837874178,0,2,1,408,1
5,2,5,0,5,2,3,1,31,0,11,1,1,1,400,1,4,4,2,5,33,0,0,0,5,0,2,1994,1,0,15179,0,0.38946816622324343,0.38946816622324343,0,2,1,362,1
3,2,5,1,3,3,1,1,39,0,11,1,1,15,400,3,4,4,1,6,38,0,0,0,0,0,1,1995,1,0,15179,1,0.2352168753769323,0.2352168753769323,0,3,1,368,1
12,2,1,1,1,1,1,1,43,0,13,1,1,9,400,2,4,4,2,6,38,0,0,0,0,3,1,1994,3,0,15179,1,0.3112651161603007,0.3112651161603007,0,3,1,27,1
9,2,4,1,9,2,1,1,50,0,13,1,1,2,400,2,4,4,2,7,45,0,0,0,1,0,1,1995,3,0,15179,1,0.2859475074848943,0.2859475074848943,0,4,1,361,1
7,3,6,0,8,1,3,1,18,0,21,2,5,3,400,4,4,4,1,2,23,0,0,0,2,0,1,1995,1,0,15179,0,1.0140771596256133,0.6931471805599453,0,20,1,363,1
3,4,3,1,4,3,4,1,60,0,12,1,1,15,400,3,4,4,2,7,58,0,0,0,0,0,1,1994,2,0,15179,1,0.30621072685018397,0.30621072685018397,0,7,1,387,1
5,2,4,1,5,2,2,0,19,0,13,1,0,7,400,3,4,4,1,2,25,0,0,0,0,0,1,1995,3,0,15179,0,0.23658303525862834,0.23658303525862834,0,0,1,370,1
11,3,5,1,1,3,1,1,30,0,12,1,1,13,400,3,4,4,1,5,33,0,0,0,3,0,1,1995,2,0,15179,0,0.2876820724517809,0.2876820724517809,0,3,1,63,1
6,1,4,1,6,2,3,1,33,0,11,1,1,13,400,4,4,4,1,5,33,0,0,0,0,0,1,1994,1,0,15179,0,0.2701397369030498,0.2701397369030498,0,4,1,367,1
3,3,6,1,3,4,2,1,49,0,13,1,1,9,400,3,4,4,0,6,45,0,0,0,0,0,1,1995,3,0,15179,1,0.2339036436751771,0.2339036436751771,0,3,1,368,1
8,3,5,1,8,3,3,1,46,0,11,1,1,6,400,1,4,4,1,7,45,0,0,0,5,0,1,1994,1,0,15179,1,0.2769271872516632,0.2769271872516632,0,2,1,363,1
8,4,5,0,9,2,1,0,34,0,11,1,1,11,400,1,4,4,1,5,33,0,0,0,1,0,1,1994,1,0,15179,0,0.2554797188820684,0.2554797188820684,0,1,1,369,1
5,1,5,0,5,2,1,1,37,0,12,1,1,5,400,2,4,4,1,3,38,0,0,0,0,0,1,1996,2,0,15179,1,0.40531827424632133,0.40531827424632133,0,2,1,368,1
1,1,3,1,1,3,2,0,28,0,13,1,1,7,400,3,4,4,0,5,33,0,0,0,0,0,1,1994,3,0,15179,0,0.26679089301580466,0.26679089301580466,0,3,1,378,1
6,1,5,0,6,2,4,0,40,0,13,1,0,6,400,3,4,4,0,6,38,0,0,0,0,0,1,1996,3,0,15179,1,0.13044736365065715,0.13044736365065715,0,0,1,371,1
6,3,4,1,7,3,1,1,40,0,11,1,0,9,500,2,4,4,1,6,38,0,0,0,0,3,1,1994,1,1,15179,1,0.2126183457577053,0.2126183457577053,0,1,1,384,1
4,2,6,1,4,2,2,1,19,0,12,1,5,3,400,1,4,4,1,0,16,0,0,0,0,0,1,1994,2,0,15179,0,1.9459101490553132,0.6931471805599453,0,6,1,373,1
6,1,5,0,6,3,2,0,52,0,12,1,1,8,400,2,4,4,1,6,45,0,0,0,0,0,1,1995,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,376,1
1,3,5,1,1,4,1,1,39,0,11,1,1,10,400,2,4,4,2,7,38,0,0,0,0,0,1,1995,1,0,15179,1,0.27515710669990157,0.27515710669990157,0,3,1,365,1
10,2,4,0,10,3,3,1,32,0,11,1,1,7,400,3,4,4,1,4,33,0,0,0,5,0,2,1995,1,0,15179,0,0.4086740827254446,0.4086740827254446,0,5,1,371,1
5,4,2,1,5,4,5,1,40,0,11,1,2,13,400,1,4,4,1,7,38,0,0,0,4,0,1,1994,1,0,15179,1,0.3184537311185346,0.3184537311185346,0,3,1,367,1
2,1,3,0,2,1,4,1,30,0,13,1,1,5,400,1,4,4,0,6,33,0,0,0,3,0,1,1994,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,366,1
7,4,6,1,7,2,3,1,34,0,13,1,2,9,500,4,4,4,0,5,33,0,0,0,4,3,1,1994,1,1,15179,0,0.37525380343726056,0.37525380343726056,0,8,1,370,1
5,1,4,1,5,1,1,1,27,1,11,1,4,2,500,3,4,4,0,6,33,0,0,0,0,3,1,1994,1,1,15179,1,0.6020928241982094,0.6020928241982094,0,15,1,368,1
1,3,5,1,2,2,1,0,33,0,11,1,1,12,400,2,4,4,1,4,33,0,0,0,0,0,1,1994,1,0,15179,0,0.39544140910892134,0.39544140910892134,0,4,1,389,1
11,2,4,1,11,2,5,1,47,0,12,1,1,9,400,4,4,4,2,7,45,0,0,0,3,0,1,1995,2,0,15179,1,0.28830785049076313,0.28830785049076313,0,6,1,366,1
6,1,6,0,6,2,3,1,40,0,13,1,1,5,400,2,4,4,2,5,38,0,0,0,0,0,1,1994,3,0,15179,1,0.25500316371195597,0.25500316371195597,0,2,1,368,1
5,1,6,1,5,1,2,1,19,0,13,1,5,1,400,1,4,4,0,0,16,0,0,0,0,0,1,1994,3,0,15179,0,1.9459101490553132,0.6931471805599453,0,8,1,360,1
3,1,3,1,3,2,3,1,32,0,11,1,2,9,400,2,4,4,2,3,33,0,0,0,1,0,1,1994,1,0,15179,0,0.6457659202689562,0.5619275597885314,0,5,1,368,1
5,3,1,1,6,1,5,1,38,1,13,1,1,13,500,3,4,4,1,6,38,0,0,0,0,3,1,1995,3,1,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,378,1
8,2,3,1,8,2,3,1,32,0,11,1,2,1,400,1,4,4,2,6,33,0,0,0,5,0,1,1996,1,0,15179,0,0.39738483425037197,0.39738483425037197,0,3,1,365,1
9,4,1,1,9,4,2,0,30,0,11,1,0,8,400,1,4,4,2,5,33,0,0,0,2,0,1,1994,1,0,15179,1,0.23043983712230426,0.23043983712230426,0,0,1,366,1
9,4,6,0,9,4,1,1,48,0,12,1,1,5,400,1,4,4,0,6,45,0,0,0,5,0,1,1994,2,0,15179,0,0.25446160911736504,0.25446160911736504,0,1,1,365,1
2,2,5,1,3,1,2,0,31,0,12,1,1,14,400,3,4,4,1,5,33,0,0,0,2,0,1,1995,2,0,15179,0,0.27010690089355155,0.27010690089355155,0,3,1,373,1
3,2,1,1,3,4,1,0,26,0,11,1,1,14,400,2,4,4,2,4,33,0,0,0,5,0,1,1995,1,0,15179,0,0.33647223662121295,0.33647223662121295,0,2,1,373,1
2,3,5,1,2,3,2,1,32,0,11,1,1,7,400,2,4,4,1,4,33,0,0,0,0,0,1,1994,1,0,15179,1,0.3709653352600698,0.3709653352600698,0,4,1,361,1
5,2,3,1,5,2,4,1,37,0,13,1,1,5,400,1,4,4,1,6,38,0,0,0,1,0,1,1994,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,366,1
5,3,7,1,5,3,1,1,19,0,21,2,5,6,400,1,4,4,0,4,24,0,0,0,0,0,1,1994,1,0,15179,0,0.7884573603642702,0.6931471805599453,0,5,1,359,1
2,1,4,1,2,3,2,0,52,0,11,1,3,6,400,3,4,4,1,7,45,0,0,0,1,0,1,1995,1,0,15179,1,0.4208150848269262,0.4208150848269262,0,11,1,376,1
10,3,4,1,11,3,1,1,28,0,11,1,1,3,400,2,4,4,1,5,33,0,0,0,0,0,1,1994,1,0,15179,0,0.3978491343688785,0.3978491343688785,0,5,1,391,1
1,1,6,0,1,2,1,0,29,0,13,1,0,4,400,1,4,4,1,5,33,0,0,0,4,0,1,1994,3,0,15179,0,0.24159542729480987,0.24159542729480987,0,0,1,365,1
10,2,4,1,10,3,3,1,33,0,11,1,1,7,400,2,4,4,1,4,33,0,0,0,4,0,2,1995,1,0,15179,0,0.4283694781660084,0.4283694781660084,0,5,1,371,1
1,2,1,1,1,2,2,1,34,1,12,1,1,8,500,1,4,4,1,5,34,0,0,0,2,3,1,1994,2,1,15179,0,0.3028680816673078,0.3028680816673078,0,1,1,367,1
6,2,3,0,6,3,1,1,27,0,11,1,1,10,400,1,4,4,0,5,33,0,0,0,0,0,1,1995,1,0,15179,1,0.25863061516570357,0.25863061516570357,0,1,1,369,1
7,1,2,0,7,1,4,1,36,0,12,1,1,3,400,2,4,4,0,4,38,0,0,0,0,0,1,1994,2,0,15179,1,0.3298724124863793,0.3298724124863793,0,2,1,374,1
5,1,1,1,5,1,3,1,46,0,11,1,0,14,400,1,4,4,0,6,45,0,0,0,0,3,1,1994,1,0,15179,1,0.23164073452385064,0.23164073452385064,0,0,1,367,1
9,5,4,1,9,4,3,0,27,0,11,1,1,14,400,2,4,4,0,5,33,0,0,0,0,0,1,1995,1,0,15179,1,0.2595013875136995,0.2595013875136995,0,2,1,364,1
7,2,4,1,7,2,2,1,37,1,11,1,1,13,500,3,4,4,1,6,38,0,0,0,0,3,2,1995,1,1,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,375,1
5,4,5,0,6,1,2,1,30,0,12,1,1,2,400,2,4,4,1,5,33,0,0,0,5,0,1,1995,2,0,15179,0,0.32771447964875816,0.32771447964875816,0,2,1,363,1
2,3,1,1,3,3,1,1,40,0,11,1,1,6,400,2,4,4,2,6,38,0,0,0,0,0,1,1994,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,390,1
12,2,1,1,1,1,1,1,41,0,15,1,2,10,400,2,4,4,1,7,38,0,0,0,0,2,1,1994,2,0,15179,1,0.3795637399310599,0.3795637399310599,0,6,1,25,1
5,3,3,1,5,3,3,1,66,0,13,1,0,4,400,2,4,4,1,7,70,0,0,0,3,0,1,1994,3,0,15179,0,0.17099305102028206,0.17099305102028206,0,0,1,364,1
8,4,4,1,8,4,1,0,39,0,11,1,1,16,400,2,4,4,2,4,38,0,0,0,1,0,1,1994,1,0,15179,0,0.33708834945167687,0.33708834945167687,0,2,1,361,1
10,2,5,1,10,4,1,1,19,0,12,1,1,5,400,1,4,4,0,2,23,0,0,0,4,0,1,1995,2,0,15179,0,0.49693801484524774,0.49693801484524774,0,1,1,373,1
11,2,6,0,1,3,1,1,29,0,13,1,1,11,400,3,4,4,1,5,33,0,0,0,3,0,1,1994,3,0,15179,0,0.2911718986877288,0.2911718986877288,0,3,1,77,1
1,3,5,1,1,3,2,1,53,0,11,1,1,3,400,3,4,4,0,7,45,0,0,0,0,0,1,1994,1,0,15179,1,0.24681099736749665,0.24681099736749665,0,3,1,362,1
8,2,4,1,8,2,2,0,22,0,12,1,0,3,400,4,4,4,1,4,28,0,0,0,2,0,1,1996,2,0,15179,0,0.24750700952788407,0.24750700952788407,0,1,1,367,1
3,1,3,0,3,3,3,1,73,0,16,1,2,11,400,2,4,4,0,5,70,0,0,0,2,0,1,1994,2,0,15179,1,0.4442170195319681,0.4442170195319681,0,5,1,374,1
6,3,5,1,7,1,3,1,34,0,11,1,1,13,400,2,4,4,0,5,33,0,0,0,1,2,1,1995,1,0,15179,0,0.3618855161303182,0.3618855161303182,0,2,1,367,1
10,3,3,1,10,2,4,1,68,0,13,1,1,14,400,3,4,4,0,6,70,0,0,0,3,0,1,1995,3,0,15179,0,0.25252062817399745,0.25252062817399745,0,3,1,366,1
10,4,1,0,10,1,3,1,27,0,11,1,1,14,400,1,4,4,1,5,33,0,0,0,1,0,1,1995,1,0,15179,0,0.2798334685785804,0.2798334685785804,0,1,1,368,1
4,3,2,1,6,1,1,1,35,0,13,1,0,8,400,1,4,4,0,6,36,0,0,0,2,0,1,1995,3,0,15179,1,0.16141238150721798,0.16141238150721798,0,0,1,411,1
4,3,5,1,4,3,2,1,19,0,12,1,5,5,400,1,4,4,1,0,16,0,0,0,0,0,1,1994,2,0,15179,0,1.9459101490553132,0.6931471805599453,0,5,1,362,1
1,2,1,1,1,3,4,1,33,0,11,1,1,6,400,2,4,4,0,5,33,0,0,0,1,0,1,1995,1,0,15179,0,0.25875176930188576,0.25875176930188576,0,2,1,375,1
8,3,2,1,8,4,4,1,46,0,11,1,1,5,400,3,4,4,1,6,45,0,0,0,4,0,1,1995,1,0,15179,0,0.2326644620178302,0.2326644620178302,0,3,1,371,1
4,1,3,0,4,2,2,1,32,0,12,1,5,2,400,4,4,4,2,5,33,0,0,0,0,0,1,1994,2,0,15179,1,0.6538585008185469,0.6538585008185469,0,20,1,366,1
7,2,5,1,7,4,1,1,37,1,11,1,1,13,500,2,4,4,0,6,38,0,0,0,0,3,2,1994,1,1,15179,1,0.2861669484337188,0.2861669484337188,0,2,1,372,1
3,1,6,1,3,2,2,1,36,0,12,1,5,4,400,4,4,4,1,5,38,0,0,0,3,0,1,1994,2,0,15179,1,0.6605567868146082,0.6372000932288866,0,20,1,368,1
7,1,4,0,7,2,2,1,36,0,12,1,1,4,400,2,4,4,2,6,38,0,0,0,5,0,1,1994,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,368,1
5,3,5,1,5,4,3,1,46,0,11,1,2,6,400,1,4,4,2,6,45,0,0,0,4,0,1,1996,1,0,15179,1,0.3987207419004246,0.3987207419004246,0,5,1,369,1
4,3,5,0,6,4,2,1,30,0,11,1,1,6,400,3,4,4,1,5,33,0,0,0,1,0,1,1996,1,0,15179,1,0.29647841069087355,0.29647841069087355,0,2,1,426,1
3,4,4,0,4,1,1,1,33,0,11,1,1,9,400,2,1,2,2,4,33,0,0,0,0,0,1,1994,1,0,15179,1,0.29134410433598695,0.29134410433598695,0,2,1,363,1
11,2,5,1,11,4,1,0,33,0,11,1,1,3,400,4,4,4,0,4,33,0,0,0,0,0,2,1996,1,0,15179,0,0.3254514454013605,0.3254514454013605,0,4,1,372,1
2,4,7,0,3,1,1,1,27,0,11,1,1,15,400,3,4,4,2,5,33,0,0,0,0,1,1,1994,1,0,15179,1,0.32991665613787563,0.32991665613787563,0,5,1,360,1
3,3,4,1,4,2,1,1,57,0,12,1,1,10,500,1,4,4,1,6,56,0,0,0,5,3,1,1994,2,1,15179,1,0.28038393699462577,0.28038393699462577,0,1,1,362,1
8,2,1,0,8,3,2,1,29,0,33,3,5,11,400,3,4,4,1,5,33,0,0,0,0,0,1,1995,3,0,15179,1,0.6243026950878098,0.6243026950878098,0,15,1,373,1
10,3,5,1,11,1,5,1,29,0,13,1,1,1,400,1,4,4,1,5,33,0,0,0,0,0,1,1995,3,0,15179,1,0.26905735108713763,0.26905735108713763,0,1,1,377,1
3,3,2,1,4,2,2,0,35,0,13,1,1,11,400,3,4,4,2,5,33,0,0,0,4,0,1,1994,3,0,15179,0,0.27667746129877974,0.27667746129877974,0,3,1,387,1
5,1,3,1,5,2,4,1,41,0,13,1,0,8,400,2,4,4,0,6,38,0,0,0,0,0,1,1996,3,0,15179,1,0.18278345018589362,0.18278345018589362,0,0,1,372,1
9,2,4,1,10,2,4,1,59,0,11,1,0,7,400,3,4,4,1,6,58,0,0,0,4,0,1,1996,1,0,15179,1,0.1348608910725344,0.1348608910725344,0,0,1,387,1
1,2,2,0,1,2,1,1,33,0,21,2,5,13,400,3,4,4,0,6,34,0,0,0,0,2,1,1995,1,0,15179,1,0.6190392084062234,0.6190392084062234,0,16,1,365,1
9,1,5,1,9,2,3,1,40,0,11,1,1,13,400,2,4,4,0,6,38,0,0,0,0,0,1,1995,1,0,15179,1,0.34515797198180287,0.34515797198180287,0,3,1,369,1
4,2,1,1,4,3,2,1,41,0,11,1,5,10,400,2,4,4,0,6,38,0,0,0,4,0,1,1995,1,0,15179,1,0.615269720075469,0.615269720075469,0,10,1,373,1
6,1,5,0,6,2,4,1,40,0,13,1,0,6,400,2,4,4,0,6,38,0,0,0,1,0,1,1995,3,0,15179,1,0.16828412089439726,0.16828412089439726,0,0,1,370,1
2,3,4,1,2,3,2,1,39,0,11,1,1,9,400,2,4,4,2,7,38,0,0,0,0,0,1,1995,1,0,15179,1,0.2635164143692778,0.2635164143692778,0,3,1,365,1
3,2,3,1,7,2,1,1,33,0,11,1,1,12,400,3,4,4,2,4,34,0,0,0,1,0,1,1994,1,0,15179,0,0.3508225382098,0.3508225382098,0,4,1,487,1
3,2,2,1,4,1,3,1,33,0,24,2,5,9,400,3,4,4,0,5,33,0,0,0,1,0,1,1994,1,0,15179,0,0.6691129525883822,0.6691129525883822,0,16,1,389,1
8,3,2,1,8,3,3,1,42,0,13,1,1,10,400,2,4,4,1,6,38,0,0,0,4,0,1,1994,3,0,15179,1,0.2703709433082576,0.2703709433082576,0,2,1,366,1
5,3,7,1,5,3,1,0,28,0,11,1,1,8,400,2,4,4,2,3,33,0,0,0,3,3,1,1994,1,0,15179,1,0.4054651081081644,0.4054651081081644,0,2,1,359,1
9,2,3,1,9,1,3,1,30,0,11,1,1,1,400,2,4,4,2,6,33,0,0,0,5,0,1,1995,1,0,15179,0,0.2513144282809061,0.2513144282809061,0,2,1,365,1
6,2,1,1,6,3,3,1,30,0,11,1,2,8,400,3,4,4,3,4,33,0,0,0,5,0,1,1996,1,0,15179,0,0.41480451855729256,0.41480451855729256,0,7,1,373,1
7,3,4,0,7,4,4,1,52,0,13,1,0,10,400,1,4,4,0,5,45,0,0,0,0,0,1,1994,3,0,15179,1,0.14728557994486413,0.14728557994486413,0,0,1,370,1
4,1,1,1,4,1,2,1,39,0,11,1,1,5,400,3,4,4,1,6,38,0,0,0,5,0,1,1995,1,0,15179,1,0.2450422040686033,0.2450422040686033,0,3,1,366,1
2,3,5,1,3,2,1,1,34,0,11,1,1,11,400,2,4,4,1,5,34,0,0,0,0,0,1,1994,1,0,15179,0,0.3619026740571114,0.3619026740571114,0,4,1,388,1
5,2,1,1,5,3,1,1,43,0,13,1,1,13,400,2,4,4,2,5,38,0,0,0,0,0,1,1994,3,0,15179,1,0.2856199687388925,0.2856199687388925,0,2,1,372,1
3,2,2,0,3,3,3,1,74,0,12,1,1,10,400,2,4,4,0,5,70,0,0,0,2,0,1,1994,2,0,15179,1,0.3279633975718029,0.3279633975718029,0,3,1,369,1
12,4,4,1,1,2,2,1,26,0,13,1,0,13,400,4,2,4,0,4,33,0,0,0,1,0,1,1994,3,0,15179,1,0.25799623675383165,0.25799623675383165,0,2,2,15,1
2,3,6,1,2,3,2,1,32,0,11,1,1,6,400,3,4,4,1,5,33,0,0,0,0,0,1,1994,1,0,15179,1,0.3521374909061809,0.3521374909061809,0,4,1,361,1
