,PolicyNumber,Month,WeekOfMonth,DayOfWeek,AccidentArea,MonthClaimed,WeekOfMonthClaimed,DayOfWeekClaimed,Sex,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,UnusualDeductible,ClaimsPerAgent,MaritalStatus,PriceToAgeRatio,PriceToAgeRatio_Capped,HighRiskVehicleFlag,ClaimAmountRisk,DaysBetween,ClaimProcessingTime
7796,7797,3,5,4,1,4,1,1,1,48,0,11,1,5,0,9,400,1,4,4,0,0,45,0,0,0,0,0,1,1995,1,0,15179,1,1.9459101490553132,0.6931471805599453,0,5,1,364
7797,7798,3,5,1,1,3,5,1,0,28,0,11,1,1,0,12,400,3,4,4,1,2,33,0,0,0,0,0,1,1995,1,0,15179,0,0.5108256237659907,0.5108256237659907,0,3,1,365
7798,7799,11,2,1,1,3,1,3,1,64,0,13,1,3,1,16,400,4,4,4,2,5,58,0,0,0,5,0,1,1995,3,0,15179,1,0.5108256237659907,0.5108256237659907,0,12,1,120
7799,7800,6,2,6,1,6,3,3,0,51,0,13,1,1,0,4,400,4,4,4,0,6,45,0,0,0,0,0,1,1995,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,369
7800,7801,5,5,2,1,6,1,3,1,33,1,12,2,2,0,6,400,1,4,4,1,6,33,0,0,0,0,0,1,1995,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,2,1,368
7801,7802,8,3,4,1,11,5,1,0,39,1,11,1,1,0,11,400,3,4,4,2,6,38,0,0,0,0,0,1,1995,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,466
7802,7803,8,2,6,1,8,2,6,1,55,1,13,1,1,0,7,400,4,4,4,0,7,45,0,0,0,0,0,1,1995,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,365
7803,7804,9,3,4,1,9,3,2,1,31,0,33,3,5,0,12,500,1,4,4,1,6,33,0,0,0,0,3,1,1995,3,1,15179,1,0.6190392084062234,0.6190392084062234,0,5,1,363
7804,7805,11,2,1,1,11,2,1,1,33,1,13,1,5,0,15,400,3,4,4,0,5,33,0,0,0,0,0,1,1995,3,0,15179,1,0.6931471805599453,0.6931471805599453,0,15,1,365
7805,7806,10,4,4,1,10,4,4,1,37,0,11,1,2,0,6,400,2,4,4,3,7,38,0,0,0,1,0,1,1995,1,0,15179,1,0.3184537311185346,0.3184537311185346,0,4,1,365
7806,7807,10,4,2,1,11,4,1,1,55,1,12,2,1,0,4,400,1,4,4,2,6,45,0,0,0,3,0,1,1995,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,394
7807,7808,2,4,2,1,2,4,1,1,45,0,12,2,1,0,8,400,4,4,4,2,5,38,0,0,0,3,0,1,1995,2,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,1,364
7808,7809,3,4,5,1,3,5,3,1,46,1,11,1,1,0,13,400,1,4,4,1,6,45,0,0,0,5,0,1,1995,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,370
7809,7810,5,1,1,1,5,2,4,0,55,0,13,1,0,0,16,400,2,4,4,0,4,45,0,0,0,0,0,1,1995,3,0,15179,1,0.18232155679395465,0.18232155679395465,0,0,1,375
7810,7811,7,2,5,1,7,3,1,1,27,0,12,2,2,0,12,400,2,4,4,1,5,33,0,0,0,0,0,1,1995,2,0,15179,0,0.4054651081081644,0.4054651081081644,0,4,1,368
7811,7812,6,2,5,1,6,2,2,1,75,1,13,1,1,0,3,400,2,4,4,1,6,70,0,0,0,3,0,1,1995,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,362
7812,7813,7,3,7,1,7,4,2,1,47,0,12,2,1,0,16,700,1,4,4,1,7,45,0,0,0,1,4,2,1995,2,1,15179,0,0.22314355131420976,0.22314355131420976,0,1,1,367
7813,7814,7,2,2,1,7,4,5,1,38,0,12,2,2,0,2,400,3,4,4,3,6,38,0,0,0,0,0,1,1995,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,6,1,382
7814,7815,8,3,4,1,8,3,5,1,41,1,13,1,5,0,11,400,4,4,4,0,7,38,0,0,0,5,0,1,1995,3,0,15179,1,0.5596157879354227,0.5596157879354227,0,20,1,366
7815,7816,8,2,3,1,8,2,4,1,37,0,12,2,5,0,7,400,2,2,2,2,7,38,0,0,0,0,0,1,1995,2,0,15179,1,0.5596157879354227,0.5596157879354227,0,10,1,366
7816,7817,10,5,2,1,11,1,5,1,52,1,13,1,0,0,1,400,2,4,4,0,6,45,0,0,0,0,0,1,1995,3,0,15179,1,0.13353139262452263,0.13353139262452263,0,0,1,370
7817,7818,11,1,3,1,11,3,2,1,48,0,12,2,2,0,6,400,2,4,4,2,6,45,0,0,0,0,0,1,1995,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,4,1,378
7818,7819,12,1,7,1,12,1,1,0,29,0,11,1,2,0,3,400,3,4,4,0,6,33,0,0,0,0,0,1,1995,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,6,1,359
7819,7820,11,5,4,1,12,1,2,1,49,0,12,2,2,0,2,400,4,4,4,2,5,45,1,0,0,1,0,1,1995,2,0,15179,1,0.4054651081081644,0.4054651081081644,0,8,1,365
7820,7821,11,5,4,0,12,1,5,0,27,0,11,1,1,0,4,400,1,4,4,3,5,33,0,0,0,1,0,1,1995,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,1,1,368
7821,7822,11,2,2,0,11,3,2,1,29,0,33,3,5,1,2,400,2,4,4,0,5,33,0,0,0,0,0,1,1995,3,0,15179,0,0.6931471805599453,0.6931471805599453,0,10,1,372
7822,7823,11,2,2,1,11,2,3,0,30,1,11,1,1,0,2,400,2,4,4,1,4,33,0,0,0,3,0,1,1995,1,0,15179,1,0.33647223662121295,0.33647223662121295,0,2,1,366
7823,7824,11,2,6,1,12,3,4,0,32,0,12,2,1,0,7,400,4,4,4,1,5,33,0,0,0,0,0,1,1995,2,0,15179,0,0.2876820724517809,0.2876820724517809,0,4,1,400
7824,7825,11,2,1,1,11,3,3,1,30,0,11,1,1,0,15,400,4,4,4,2,6,33,0,0,0,5,0,1,1995,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,374
7825,7826,10,2,5,0,10,3,2,1,37,0,11,1,1,0,15,400,4,4,4,0,4,38,0,0,0,1,0,1,1995,1,0,15179,1,0.33647223662121295,0.33647223662121295,0,4,1,369
7826,7827,8,2,5,1,8,3,1,1,55,0,12,2,1,0,9,400,4,4,4,3,6,45,0,0,0,1,2,1,1995,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,4,1,368
7827,7828,8,2,5,0,8,3,5,1,52,0,11,1,2,0,2,400,2,4,4,1,7,45,0,0,0,5,0,1,1995,1,0,15179,1,0.3184537311185346,0.3184537311185346,0,4,1,372
7828,7829,11,2,2,1,11,2,3,1,48,0,13,1,1,1,9,400,4,4,4,1,7,45,0,0,0,0,0,1,1995,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,366
7829,7830,7,4,7,1,7,4,2,1,30,0,12,2,5,0,5,400,2,4,4,2,5,33,0,0,0,3,0,1,1995,2,0,15179,0,0.6931471805599453,0.6931471805599453,0,10,1,360
7830,7831,6,1,2,1,7,1,2,1,32,0,12,2,2,0,2,400,2,4,4,0,6,33,0,0,0,5,0,1,1995,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,4,1,395
7831,7832,6,1,5,0,6,1,2,0,30,0,11,1,1,0,5,400,2,4,4,0,5,33,0,0,0,0,0,3,1995,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,2,1,362
7832,7833,4,5,7,1,5,1,4,1,28,0,13,1,1,0,10,400,1,4,4,0,4,33,0,0,0,0,0,1,1995,3,0,15179,1,0.33647223662121295,0.33647223662121295,0,1,1,364
7833,7834,4,4,1,0,4,4,1,1,45,0,11,1,1,0,2,400,3,4,4,1,6,38,0,0,0,5,4,2,1995,1,0,15179,0,0.2513144282809061,0.2513144282809061,0,3,1,365
7834,7835,4,1,1,1,4,1,2,1,43,0,12,2,1,0,12,400,1,4,4,2,6,38,0,0,0,0,0,1,1995,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,366
7835,7836,4,1,3,1,4,2,5,1,65,0,32,3,5,0,1,400,1,4,4,0,7,58,0,0,0,0,0,1,1995,2,0,15179,1,0.5596157879354227,0.5596157879354227,0,5,1,374
7836,7837,11,2,3,1,11,2,5,1,28,1,11,1,2,0,4,400,1,4,4,0,6,33,0,0,0,5,0,1,1995,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,2,1,367
7837,7838,4,1,6,1,4,1,1,1,61,0,11,1,1,0,12,400,4,4,4,2,7,58,0,0,0,0,0,1,1995,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,360
7838,7839,3,4,5,1,3,4,1,1,38,0,13,1,1,0,1,400,4,4,4,1,5,38,1,0,0,5,0,1,1995,3,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,1,361
7839,7840,3,4,6,0,3,5,2,1,28,0,11,1,1,0,16,400,3,4,4,2,5,33,0,0,0,0,0,1,1995,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,3,1,368
7840,7841,11,4,6,1,12,1,5,0,39,0,11,1,2,0,7,400,4,4,4,2,6,38,0,0,0,0,0,1,1995,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,8,1,373
7841,7842,11,5,1,1,11,5,1,1,43,0,12,2,2,0,16,400,2,4,4,3,6,38,0,0,0,0,0,1,1995,2,0,15179,0,0.35667494393873234,0.35667494393873234,0,4,1,365
7842,7843,11,4,7,1,11,5,2,0,29,0,11,1,5,0,14,400,4,4,4,2,5,33,1,0,0,0,0,1,1995,1,0,15179,1,0.6931471805599453,0.6931471805599453,0,20,1,367
7843,7844,11,4,6,1,11,5,1,1,27,0,11,1,2,0,12,400,1,4,4,2,5,33,0,0,0,1,0,1,1995,1,0,15179,0,0.4054651081081644,0.4054651081081644,0,2,1,367
7844,7845,11,4,4,1,11,4,4,1,28,0,12,2,1,0,14,400,3,4,4,3,3,33,0,0,0,1,0,1,1995,2,0,15179,0,0.4054651081081644,0.4054651081081644,0,3,1,365
7845,7846,11,1,4,1,11,2,2,1,54,0,12,2,2,0,3,400,4,4,4,1,7,45,0,0,0,0,0,1,1995,2,0,15179,1,0.3184537311185346,0.3184537311185346,0,8,1,370
7846,7847,10,5,1,1,11,1,2,1,39,0,11,1,1,0,7,400,3,4,4,1,6,38,0,0,0,0,0,1,1995,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,368
7847,7848,11,2,3,0,11,2,5,1,33,1,11,1,1,0,10,400,3,4,4,2,4,33,0,0,0,0,0,1,1995,1,0,15179,1,0.33647223662121295,0.33647223662121295,0,3,1,367
7848,7849,10,3,1,0,10,3,4,1,29,0,11,1,1,0,15,400,1,4,4,2,3,33,0,0,0,1,0,1,1995,1,0,15179,1,0.4054651081081644,0.4054651081081644,0,1,1,368
7849,7850,10,3,7,1,10,3,3,1,65,1,11,1,1,0,11,400,2,4,4,0,7,58,0,0,0,0,0,1,1995,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,2,1,361
7850,7851,10,2,2,1,10,2,2,0,33,0,11,1,2,0,8,400,1,4,4,1,5,33,0,0,0,0,0,1,1995,1,0,15179,1,0.4054651081081644,0.4054651081081644,0,2,1,365
7851,7852,9,3,7,1,10,1,4,1,39,0,33,3,5,0,13,400,4,4,4,2,6,38,0,0,0,3,0,1,1995,3,0,15179,0,0.6190392084062234,0.6190392084062234,0,20,1,378
7852,7853,8,2,4,1,8,2,5,0,52,0,12,2,1,0,11,400,3,4,4,0,5,45,0,0,0,1,0,1,1995,2,0,15179,1,0.2876820724517809,0.2876820724517809,0,3,1,366
7853,7854,7,2,5,1,7,2,3,1,19,0,12,2,5,0,8,400,4,4,4,2,0,16,0,0,0,0,0,1,1995,2,0,15179,0,1.9459101490553132,0.6931471805599453,1,20,1,363
7854,7855,6,3,7,1,6,4,1,1,56,1,12,2,1,0,2,500,2,4,4,0,7,58,0,0,0,0,3,2,1995,2,1,15179,1,0.22314355131420976,0.22314355131420976,0,2,1,366
7855,7856,6,3,1,1,7,1,3,1,45,0,11,1,1,0,6,400,3,4,4,1,4,38,0,0,0,1,0,1,1995,1,0,15179,1,0.33647223662121295,0.33647223662121295,0,3,1,383
7856,7857,5,4,4,1,5,4,4,0,34,0,12,2,5,0,15,400,3,4,4,2,4,33,0,0,0,1,0,1,1995,2,0,15179,0,0.7884573603642702,0.6931471805599453,1,15,1,365
7857,7858,5,4,7,1,5,4,2,1,24,0,11,1,1,0,14,400,1,4,4,0,2,28,0,0,0,5,0,1,1995,1,0,15179,0,0.5108256237659907,0.5108256237659907,0,1,1,360
7858,7859,5,2,3,1,5,2,4,1,32,0,12,2,5,0,13,400,1,4,4,0,6,33,0,0,0,5,0,1,1995,2,0,15179,1,0.6190392084062234,0.6190392084062234,0,5,1,366
7859,7860,4,4,5,1,4,4,3,0,50,1,11,1,1,0,3,400,4,4,4,2,4,45,0,0,0,5,0,1,1995,1,0,15179,1,0.33647223662121295,0.33647223662121295,0,4,1,363
7860,7861,4,4,6,1,4,5,4,1,50,0,11,1,1,0,12,400,4,4,4,1,7,45,0,0,0,5,0,1,1995,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,4,1,370
7861,7862,3,3,1,1,3,3,2,1,27,0,12,2,1,0,9,400,3,4,4,3,5,33,0,0,0,0,0,1,1995,2,0,15179,1,0.2876820724517809,0.2876820724517809,0,3,1,366
7862,7863,1,3,1,1,1,3,1,1,33,1,11,1,1,0,11,400,3,4,4,2,6,33,0,0,0,3,0,1,1995,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,365
7863,7864,9,4,5,1,9,4,1,1,53,0,12,2,1,0,8,400,2,4,4,2,6,45,0,0,0,3,0,1,1995,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,361
7864,7865,8,1,7,1,8,2,1,1,53,0,12,2,1,0,12,400,3,4,4,2,7,45,0,0,0,5,0,1,1995,2,0,15179,1,0.22314355131420976,0.22314355131420976,0,3,1,366
7865,7866,6,5,4,1,7,1,2,1,44,0,13,1,1,0,15,400,2,4,4,3,6,38,0,0,0,0,0,1,1995,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,365
7866,7867,6,5,4,1,8,2,2,1,26,0,11,1,1,0,1,400,3,4,4,2,5,33,0,0,0,3,0,1,1995,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,3,1,402
7867,7868,3,5,4,1,4,1,4,1,28,1,12,2,2,0,9,400,1,4,4,2,6,33,0,0,0,5,0,1,1995,2,0,15179,1,0.35667494393873234,0.35667494393873234,0,2,1,367
7868,7869,3,5,2,1,4,1,2,1,28,0,21,2,5,0,4,400,4,4,4,0,4,33,1,0,0,1,0,1,1995,1,0,15179,0,0.7884573603642702,0.6931471805599453,0,20,1,367
7869,7870,11,2,4,1,11,3,3,1,30,1,13,1,1,0,3,400,3,4,4,0,5,33,0,0,0,0,0,1,1995,3,0,15179,0,0.2876820724517809,0.2876820724517809,0,3,1,371
7870,7871,11,2,4,1,11,2,5,1,36,0,11,1,1,1,13,400,1,4,4,0,6,38,0,0,0,5,0,1,1995,1,0,15179,0,0.2513144282809061,0.2513144282809061,0,1,1,366
7871,7872,11,2,4,0,11,2,5,1,53,0,11,1,1,1,5,400,2,4,4,0,3,45,0,0,0,0,0,1,1995,1,0,15179,1,0.4054651081081644,0.4054651081081644,0,2,1,366
7872,7873,11,2,4,1,11,3,3,1,33,0,11,1,2,1,7,400,3,4,4,2,4,33,0,0,0,5,0,3,1995,1,0,15179,0,0.4700036292457356,0.4700036292457356,0,6,1,371
7873,7874,6,3,5,1,7,1,3,1,54,1,12,2,1,0,15,400,1,4,4,1,7,45,0,0,0,5,0,1,1995,2,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,379
7874,7875,6,3,3,1,7,3,2,0,52,0,12,2,1,0,2,400,2,4,4,0,5,45,0,0,0,0,0,1,1995,2,0,15179,1,0.2876820724517809,0.2876820724517809,0,2,1,394
7875,7876,6,1,1,1,6,2,2,1,49,1,11,1,1,0,10,400,1,4,4,0,7,45,0,0,0,5,4,2,1995,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,373
7876,7877,3,2,2,1,3,2,5,1,28,0,11,1,1,0,15,400,2,4,4,2,5,33,0,0,0,1,0,1,1995,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,2,1,368
7877,7878,2,4,7,1,6,3,4,1,28,0,13,1,1,0,6,400,4,4,4,1,5,33,0,0,0,0,0,1,1995,3,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,1,475
7878,7879,7,3,6,1,7,3,1,1,27,0,13,1,1,0,9,400,3,4,4,1,5,33,0,0,0,0,0,1,1995,3,0,15179,1,0.2876820724517809,0.2876820724517809,0,3,1,360
7879,7880,8,4,2,1,8,4,4,1,29,1,13,1,1,0,12,400,2,4,4,1,6,33,0,0,0,0,0,1,1995,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,2,1,367
7880,7881,2,3,6,1,2,4,2,1,30,1,11,1,1,0,12,400,3,4,4,3,5,33,0,0,0,0,0,1,1995,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,3,1,368
7881,7882,12,1,4,1,12,1,1,0,46,1,13,1,0,0,7,400,3,4,4,0,6,45,0,0,0,0,0,1,1995,3,0,15179,1,0.13353139262452263,0.13353139262452263,0,0,1,362
7882,7883,12,3,4,1,12,3,4,0,33,0,12,2,1,0,1,400,4,4,4,3,5,33,0,0,0,5,0,1,1995,2,0,15179,0,0.2876820724517809,0.2876820724517809,0,4,1,365
7883,7884,3,3,6,1,3,4,4,1,50,1,13,1,1,0,16,400,2,4,4,1,7,45,0,0,0,5,0,1,1995,3,0,15179,1,0.22314355131420976,0.22314355131420976,0,2,1,370
7884,7885,8,2,6,0,8,3,1,0,43,0,12,2,1,0,6,400,1,4,4,2,5,38,0,0,0,0,0,1,1995,2,0,15179,0,0.2876820724517809,0.2876820724517809,0,1,1,367
7885,7886,9,1,1,1,9,2,2,1,53,0,11,1,2,0,13,400,1,4,4,1,7,45,0,0,0,3,0,1,1995,1,0,15179,1,0.3184537311185346,0.3184537311185346,0,2,1,373
7886,7887,9,4,2,1,9,4,2,1,37,0,11,1,1,0,6,400,1,4,4,2,6,38,0,0,0,0,0,1,1995,1,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,365
7887,7888,12,3,5,1,12,3,5,1,22,0,11,1,5,0,11,400,2,4,4,1,4,28,0,0,0,5,0,1,1995,1,0,15179,0,0.7884573603642702,0.6931471805599453,0,10,1,365
7888,7889,12,2,7,1,12,2,1,1,65,0,12,2,2,0,15,400,3,4,4,3,7,58,0,0,0,5,0,1,1995,2,0,15179,1,0.3184537311185346,0.3184537311185346,0,6,1,359
7889,7890,12,2,6,1,12,2,3,1,30,0,11,1,1,0,16,400,1,4,4,1,5,33,0,0,0,5,0,1,1995,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,1,1,362
7890,7891,11,2,5,1,11,4,2,1,47,1,13,1,0,0,6,400,1,4,4,1,7,45,0,0,0,3,0,1,1995,3,0,15179,1,0.11778303565638346,0.11778303565638346,0,0,1,376
7891,7892,12,1,2,1,12,2,2,1,26,0,13,1,1,0,2,400,3,4,4,0,6,33,0,0,0,0,0,1,1995,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,372
7892,7893,12,1,1,1,12,1,2,1,51,1,13,1,1,0,12,400,4,4,4,1,7,45,0,0,0,0,0,1,1995,3,0,15179,0,0.22314355131420976,0.22314355131420976,0,4,1,366
7893,7894,11,3,1,1,12,2,2,1,18,0,11,1,1,0,12,400,2,4,4,2,2,23,0,0,1,5,0,1,1995,1,0,241,0,0.5108256237659907,0.5108256237659907,0,2,1,389
7894,7895,10,3,1,0,10,3,1,1,41,0,11,1,1,0,7,400,1,4,4,0,7,38,0,0,0,1,0,1,1995,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,1,1,365
7895,7896,9,4,3,1,9,4,3,1,52,0,12,2,5,0,9,400,3,4,4,1,6,45,0,0,0,5,0,1,1995,2,0,15179,1,0.6190392084062234,0.6190392084062234,0,15,1,365
7896,7897,9,4,6,1,9,4,1,1,33,0,12,2,1,0,3,400,2,4,4,3,5,33,0,0,0,3,4,2,1995,2,0,15179,1,0.2876820724517809,0.2876820724517809,0,2,1,360
7897,7898,9,2,7,1,9,2,3,1,26,0,12,2,1,0,13,400,2,4,4,3,5,33,0,0,0,0,0,1,1995,2,0,15179,0,0.2876820724517809,0.2876820724517809,0,2,1,361
7898,7899,8,1,7,1,8,2,1,1,72,0,11,1,2,0,11,400,3,4,4,2,7,70,0,0,0,1,0,1,1995,1,0,15179,1,0.3184537311185346,0.3184537311185346,0,6,1,366
7899,7900,3,5,2,1,4,2,1,0,28,1,12,2,1,0,8,400,3,4,4,2,6,33,0,0,0,1,0,1,1995,2,0,15179,1,0.2513144282809061,0.2513144282809061,0,3,1,373
7900,7901,1,2,3,1,1,2,3,1,67,0,12,2,0,0,6,400,4,4,4,2,7,70,0,0,0,1,0,1,1995,2,0,15179,1,0.11778303565638346,0.11778303565638346,0,0,1,365
7901,7902,12,3,5,1,12,3,5,1,74,0,12,2,2,0,9,400,4,4,4,3,7,70,0,0,0,1,0,1,1995,2,0,15179,1,0.3184537311185346,0.3184537311185346,0,8,1,365
7902,7903,12,3,3,1,12,3,3,1,26,0,12,2,1,0,8,400,1,4,4,3,6,33,0,0,0,0,0,1,1995,2,0,15179,0,0.2513144282809061,0.2513144282809061,0,1,1,365
7903,7904,12,3,5,1,12,3,1,1,35,1,11,1,2,0,10,400,4,4,4,1,6,33,0,0,1,1,0,1,1995,1,0,241,1,0.35667494393873234,0.35667494393873234,0,8,1,361
7904,7905,12,1,5,1,12,3,5,1,21,0,11,1,2,0,8,400,3,4,4,2,4,28,0,0,0,3,0,1,1995,1,0,15179,0,0.4700036292457356,0.4700036292457356,0,6,1,379
7905,7906,12,1,6,1,12,2,5,1,31,0,13,1,1,0,16,400,4,4,4,3,2,33,0,0,0,5,3,1,1995,3,0,15179,1,0.5108256237659907,0.5108256237659907,0,4,1,371
7906,7907,7,3,3,1,7,4,4,1,31,1,11,1,2,0,12,400,4,4,4,2,6,33,0,0,0,3,0,1,1995,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,8,1,373
7907,7908,6,2,3,1,7,1,5,1,47,0,13,1,1,0,7,400,1,4,4,2,6,45,0,0,0,0,0,1,1995,3,0,15179,1,0.2513144282809061,0.2513144282809061,0,1,1,390
7908,7909,6,2,2,1,6,2,4,1,36,0,13,1,5,0,11,400,2,4,4,0,6,38,0,0,0,0,0,1,1995,3,0,15179,1,0.6190392084062234,0.6190392084062234,0,10,1,367
7909,7910,3,4,1,1,5,2,1,1,20,1,11,1,1,0,10,400,3,4,4,2,3,23,0,0,0,0,0,1,1995,1,0,15179,0,0.4054651081081644,0.4054651081081644,0,3,1,411
7910,7911,2,3,1,1,2,3,1,1,19,0,12,2,5,0,16,400,1,4,4,2,0,16,0,0,0,0,0,1,1995,2,0,15179,0,1.9459101490553132,0.6931471805599453,1,5,1,365
7911,7912,1,1,2,1,1,1,4,1,38,0,11,1,1,0,14,400,4,4,4,0,5,38,0,0,0,1,0,1,1995,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,4,1,367
7912,7913,1,4,1,1,2,1,3,0,26,0,12,2,0,0,7,400,4,4,4,1,5,33,0,0,0,5,0,1,1995,2,0,15179,1,0.15415067982725827,0.15415067982725827,0,0,1,376
7913,7914,1,4,6,0,1,4,1,0,33,1,13,1,5,0,3,400,1,4,4,1,6,33,0,0,0,5,0,3,1995,3,0,15179,1,0.6190392084062234,0.6190392084062234,0,5,1,360
7914,7915,7,5,4,1,1,2,2,1,61,0,13,1,2,0,2,400,1,4,4,1,7,58,0,0,0,0,0,1,1995,3,0,15179,1,0.3184537311185346,0.3184537311185346,0,2,1,162
7915,7916,2,4,7,1,3,2,4,1,56,0,13,1,2,0,11,400,4,4,4,2,6,58,0,0,0,0,0,1,1995,3,0,15179,1,0.35667494393873234,0.35667494393873234,0,8,1,378
7916,7917,2,4,3,1,8,1,5,1,44,1,13,1,0,0,8,400,2,4,4,0,7,38,0,0,0,3,0,1,1995,3,0,15179,1,0.11778303565638346,0.11778303565638346,0,0,1,526
7917,7918,11,2,6,1,11,3,1,0,35,1,13,1,1,0,5,400,4,4,4,0,5,33,1,0,0,3,2,2,1995,3,0,15179,0,0.2876820724517809,0.2876820724517809,0,4,1,367
7918,7919,3,4,1,1,5,2,1,1,48,0,12,2,3,0,10,400,3,4,4,1,7,45,0,0,0,0,0,1,1995,2,0,15179,1,0.4054651081081644,0.4054651081081644,0,9,1,411
7919,7920,5,2,1,1,5,2,2,1,59,0,13,1,0,0,6,400,4,4,4,1,7,58,0,0,0,1,0,1,1995,3,0,15179,0,0.11778303565638346,0.11778303565638346,0,0,1,366
7920,7921,10,1,6,1,10,3,3,1,28,0,12,2,2,0,13,400,4,4,4,3,4,33,0,0,0,0,0,1,1995,2,0,15179,1,0.4700036292457356,0.4700036292457356,0,8,1,376
7921,7922,3,5,5,1,4,4,2,1,37,0,12,2,2,0,9,400,3,4,4,2,4,38,0,0,1,1,0,1,1995,2,0,241,1,0.4700036292457356,0.4700036292457356,0,6,1,385
7922,7923,10,5,7,1,11,1,4,1,56,0,11,1,2,0,14,400,4,4,4,1,6,58,0,0,0,3,0,1,1995,1,0,15179,1,0.35667494393873234,0.35667494393873234,0,8,1,364
7923,7924,10,4,3,1,10,4,4,1,57,0,12,2,2,0,2,400,1,4,4,1,7,58,0,0,0,0,0,1,1995,2,0,15179,1,0.3184537311185346,0.3184537311185346,0,2,1,366
7924,7925,10,3,5,1,10,4,4,1,30,0,11,1,1,0,1,400,3,4,4,2,5,33,0,0,0,1,0,1,1995,1,0,15179,0,0.2876820724517809,0.2876820724517809,0,3,1,371
7925,7926,12,5,4,1,12,5,5,1,30,0,11,1,0,0,6,400,2,4,4,0,5,33,0,0,0,3,0,1,1995,1,0,15179,0,0.15415067982725827,0.15415067982725827,0,0,1,366
7926,7927,12,4,5,0,12,5,2,1,45,1,11,1,2,0,7,400,2,4,4,3,4,38,0,1,0,0,0,1,1995,1,0,15179,1,0.4700036292457356,0.4700036292457356,0,4,1,369
7927,7928,7,3,1,1,3,3,3,1,19,0,13,1,5,0,9,400,2,4,4,1,0,16,0,0,0,0,0,1,1995,3,0,15179,0,1.9459101490553132,0.6931471805599453,0,10,1,247
7928,7929,4,1,1,1,4,1,1,1,40,0,12,2,5,0,5,400,4,4,4,0,6,38,0,0,0,5,0,1,1995,2,0,15179,1,0.6190392084062234,0.6190392084062234,0,20,1,365
7929,7930,3,5,1,0,4,1,5,1,54,0,12,2,1,0,1,400,3,4,4,2,5,45,0,0,0,0,0,1,1995,2,0,15179,1,0.2876820724517809,0.2876820724517809,0,3,1,371
7930,7931,3,4,7,1,4,1,2,1,26,0,11,1,1,0,3,400,2,4,4,2,5,33,0,0,0,0,0,1,1995,1,0,15179,1,0.2876820724517809,0.2876820724517809,0,2,1,369
7931,7932,4,4,3,1,4,4,3,1,44,0,11,1,1,0,2,400,3,4,4,2,7,38,0,0,0,0,0,1,1995,1,0,15179,1,0.22314355131420976,0.22314355131420976,0,3,1,365
