DriverRating,AccidentArea,AgeOfVehicle,Fault,VehicleCategory,UnusualDeductible,WitnessPresent,MonthClaimed,Year,Sex,PolicyType,Deductible,ClaimProcessingTime,WeekOfMonth,RepNumber,Age,NumberOfSuppliments,ClaimAmountRisk,FraudFound_P
1,1,7,0,1,0,0,3,1995,1,11,400,368,4,9,49,0,2,0
4,1,7,0,1,0,0,6,1996,1,13,400,425,3,16,50,1,4,1
4,1,6,0,1,0,0,11,1994,0,11,400,373,1,10,38,1,4,0
3,1,6,1,1,0,0,12,1996,1,13,400,370,5,3,64,0,6,0
3,1,6,0,2,0,0,1,1994,1,12,400,360,2,8,45,0,15,0
4,1,6,0,2,0,0,5,1995,1,12,400,366,1,8,39,5,4,0
1,1,1,0,1,0,0,3,1995,0,11,400,365,4,6,26,5,1,0
3,1,6,0,1,0,0,5,1996,1,11,400,374,4,14,34,5,6,0
3,1,4,0,2,0,0,11,1995,1,12,400,377,2,15,26,0,15,0
4,1,6,0,2,0,0,9,1994,1,12,400,369,3,12,38,3,4,0
4,1,6,0,2,0,0,12,1994,1,12,400,365,2,14,37,0,8,0
2,1,0,0,2,0,0,4,1994,1,12,400,373,1,13,18,0,10,1
3,1,6,0,1,0,0,10,1995,1,11,400,366,2,1,29,1,6,0
2,1,7,0,1,0,0,7,1996,1,11,400,362,1,15,60,1,2,0
3,1,0,0,2,0,0,3,1994,1,12,400,392,4,8,19,0,15,0
4,1,7,0,2,0,0,5,1994,1,12,400,366,5,6,61,1,8,0
2,1,7,0,2,0,0,6,1995,1,12,400,365,2,7,36,5,2,0
2,1,4,1,1,0,0,3,1994,1,13,400,377,4,5,33,0,4,0
3,1,5,0,1,0,0,10,1994,1,11,400,394,2,13,29,5,6,0
2,1,7,0,1,0,0,5,1994,1,13,400,384,4,12,55,1,2,0
4,1,7,0,1,0,0,12,1995,1,11,400,367,4,15,44,5,4,0
3,1,6,1,1,0,1,11,1995,1,11,400,386,4,13,38,1,3,0
1,1,6,0,1,1,0,4,1994,1,11,700,374,4,15,59,0,1,0
3,1,6,0,1,0,0,5,1995,1,11,400,372,3,8,34,3,6,0
4,1,6,0,2,0,0,5,1994,1,12,400,365,3,11,43,0,4,0
2,1,5,0,1,0,0,11,1994,0,11,400,366,4,5,33,5,4,0
3,1,0,0,2,0,0,2,1994,1,12,400,367,2,9,19,0,15,0
1,1,7,1,1,0,0,2,1996,1,13,400,378,1,1,43,5,1,0
2,1,6,1,1,0,0,9,1994,1,11,400,368,5,11,44,0,2,0
4,1,7,0,1,0,0,5,1994,1,11,400,365,1,1,47,1,8,0
1,1,5,0,1,0,0,5,1994,0,11,400,361,5,12,26,5,1,0
1,1,5,0,2,0,0,3,1996,0,12,400,365,4,14,30,0,1,0
1,1,6,0,2,0,0,6,1994,0,12,400,365,1,4,44,0,1,0
3,1,5,1,1,0,0,4,1994,1,13,400,370,3,6,30,0,6,0
1,1,7,0,1,0,0,6,1995,1,11,400,359,2,13,60,1,5,0
2,1,7,0,1,0,0,8,1994,1,11,400,388,1,11,55,3,4,0
2,1,6,0,2,0,0,6,1995,1,12,400,372,2,11,42,1,2,0
2,1,7,0,1,0,0,3,1994,1,13,400,375,4,16,56,0,10,0
4,0,6,0,1,0,0,5,1994,1,13,400,367,2,2,35,0,20,0
2,1,7,1,2,0,0,5,1995,1,12,400,376,4,5,45,1,4,0
1,1,6,1,1,0,0,4,1994,1,11,400,359,1,16,35,5,1,0
4,1,7,1,1,0,0,10,1995,1,13,400,366,2,4,41,0,4,0
3,1,5,0,1,0,0,5,1995,1,11,400,371,5,15,68,0,15,0
3,1,6,1,1,0,0,12,1995,0,13,400,362,1,7,46,0,0,0
3,1,5,0,2,0,0,5,1994,1,12,400,367,4,2,51,0,3,0
2,1,7,0,2,0,0,1,1995,1,12,400,360,2,1,59,1,4,0
3,1,7,1,2,0,0,5,1995,1,12,400,367,3,5,52,5,6,0
1,1,7,0,2,0,0,5,1994,1,12,400,365,1,1,47,0,2,0
3,1,3,1,1,0,0,3,1994,1,13,400,369,4,5,20,3,6,0
4,1,7,0,2,0,0,1,1996,1,12,400,361,4,16,47,0,8,0
4,1,6,0,2,0,0,12,1994,1,12,400,365,1,11,28,0,4,0
3,1,7,0,2,0,0,2,1995,1,12,400,365,1,16,46,0,6,0
2,1,7,0,1,0,0,1,1995,1,11,400,360,4,8,50,1,0,0
1,1,6,0,2,0,0,7,1996,1,12,400,365,1,5,26,1,5,0
3,1,4,0,1,0,0,8,1995,1,11,400,367,3,1,26,5,3,0
4,1,7,0,1,0,0,1,1995,1,13,400,366,1,7,54,0,4,0
3,1,5,0,2,0,0,4,1994,1,12,400,365,5,6,31,3,15,0
1,1,5,1,2,0,0,7,1995,1,12,400,378,4,8,32,0,1,0
4,1,6,1,1,0,0,7,1996,0,13,400,366,2,2,31,5,4,0
3,1,7,0,1,0,0,11,1994,1,11,400,373,5,10,54,0,6,1
3,1,6,0,1,0,0,6,1994,0,11,400,365,1,5,36,5,3,0
1,1,4,0,2,0,0,5,1995,1,12,400,359,2,7,33,0,1,1
1,1,7,1,1,0,0,6,1994,1,13,400,372,4,11,37,5,1,0
1,1,6,1,1,0,0,4,1994,1,13,400,138,4,11,44,0,1,0
1,1,6,0,2,0,0,12,1995,1,12,400,383,4,6,31,1,1,0
3,1,5,1,1,0,0,2,1994,1,13,400,359,2,6,22,3,6,0
2,1,7,0,1,0,0,3,1995,1,11,400,365,2,2,57,0,4,0
2,0,6,0,1,0,0,1,1994,1,13,400,366,3,15,33,5,2,0
3,1,4,0,1,0,0,2,1996,1,11,400,374,4,10,23,5,3,0
4,1,7,0,2,0,0,9,1995,1,12,400,365,3,6,62,3,20,0
1,1,7,0,2,0,0,8,1995,1,12,400,375,3,9,70,5,1,0
1,1,6,0,2,0,0,9,1995,1,12,400,368,3,1,29,0,1,0
4,1,7,1,1,0,0,7,1996,1,13,400,366,2,15,77,1,4,0
3,1,6,0,2,0,0,2,1995,1,12,400,363,3,11,30,1,6,0
2,1,5,0,1,0,0,1,1994,1,13,400,361,4,11,39,0,2,0
1,1,5,0,1,0,0,12,1995,1,11,400,366,3,7,43,3,1,0
3,0,7,0,1,0,0,11,1994,1,11,400,388,1,11,42,0,15,0
4,1,6,0,2,0,0,3,1994,1,12,400,432,3,15,29,0,8,0
3,1,6,0,3,0,0,8,1996,1,33,400,366,5,1,28,1,15,0
2,1,5,0,2,0,0,5,1996,1,12,400,368,3,12,34,3,2,0
2,1,2,1,1,0,0,11,1994,1,13,400,370,1,6,18,5,2,0
2,1,4,0,2,0,0,3,1994,1,12,400,365,3,1,29,3,2,0
2,1,4,0,1,0,0,9,1995,0,11,400,375,2,7,24,1,2,0
2,1,5,0,3,0,0,1,1995,1,33,400,376,3,12,35,5,10,0
2,0,6,0,1,0,0,2,1994,1,11,400,101,3,2,36,0,4,0
3,1,5,0,3,0,0,8,1995,1,31,400,376,2,15,55,1,15,0
2,1,5,1,1,0,0,11,1996,1,11,400,372,1,4,30,5,10,0
2,1,6,0,1,0,0,6,1994,1,11,400,373,1,3,64,0,2,0
3,1,6,0,1,0,0,12,1994,1,11,400,365,4,2,41,1,3,1
1,1,5,0,1,0,0,10,1995,0,13,400,408,3,3,54,0,5,0
1,1,3,0,1,0,0,1,1995,1,11,400,28,4,5,22,0,1,0
2,1,7,1,1,0,0,3,1994,1,11,400,377,5,6,50,0,2,0
3,1,7,0,1,0,0,9,1996,1,13,400,360,1,4,48,0,6,0
3,1,5,0,2,0,0,6,1994,1,12,400,378,3,4,39,3,3,0
3,1,5,0,2,0,0,12,1994,1,12,400,373,2,6,35,0,6,0
3,1,5,0,2,0,0,1,1996,0,12,400,365,3,8,33,1,3,0
2,0,5,0,2,0,0,11,1994,1,12,400,439,5,1,40,5,10,0
1,1,1,0,1,0,0,6,1995,1,11,400,367,1,11,18,5,1,0
1,1,0,0,1,0,0,2,1994,1,13,400,390,4,13,19,0,5,0
4,1,7,1,1,0,0,1,1996,1,13,400,365,2,4,60,1,4,0
3,1,4,1,1,0,0,7,1994,1,13,400,360,4,16,21,0,3,0
4,1,7,0,1,0,0,8,1996,1,13,400,366,5,2,58,3,4,1
1,1,6,0,1,0,0,4,1994,0,11,400,368,1,4,36,5,5,0
3,1,2,0,2,0,0,3,1994,0,12,400,378,4,11,20,1,6,0
4,1,5,0,2,0,0,5,1994,1,12,400,373,4,10,35,3,20,0
1,1,6,0,1,0,0,11,1995,0,13,400,377,4,2,34,1,1,0
4,1,6,0,1,0,0,1,1994,1,11,400,50,1,16,43,3,4,0
2,0,4,0,2,0,0,6,1995,1,12,400,374,3,1,22,1,2,0
3,1,7,1,1,0,0,8,1994,1,13,400,369,4,6,65,5,3,0
4,1,6,0,1,0,0,4,1994,1,11,400,366,5,13,55,0,8,0
3,0,5,1,1,0,0,2,1994,0,11,400,365,2,8,45,0,3,0
4,0,7,1,1,0,0,12,1995,0,11,400,371,1,1,45,0,20,0
3,1,5,0,2,0,0,11,1996,0,12,400,406,3,10,45,0,15,0
4,1,7,0,1,0,0,12,1995,1,11,400,384,5,5,54,1,4,0
4,1,7,0,2,0,0,4,1995,1,12,400,364,2,9,51,5,0,0
1,1,7,0,1,0,0,3,1996,1,13,400,409,2,16,75,3,1,0
1,1,7,0,1,0,0,6,1996,0,11,400,361,3,7,37,5,0,0
2,1,6,0,2,0,0,2,1996,1,12,400,389,1,10,38,1,2,0
3,1,7,1,1,0,0,9,1994,1,13,400,365,3,5,48,5,3,0
4,1,6,0,2,0,0,6,1996,1,12,400,362,2,16,38,3,4,0
4,1,6,0,1,0,0,11,1995,1,13,400,370,5,13,27,1,4,0
2,1,6,0,2,0,0,6,1995,1,12,400,375,2,16,39,0,4,0
4,1,6,0,1,0,0,2,1994,1,13,400,109,3,15,63,0,4,1
4,1,5,0,2,0,0,6,1996,1,21,400,368,5,15,33,0,20,0
2,1,7,0,1,0,0,4,1995,1,11,400,359,1,15,64,1,2,0
2,1,5,0,2,0,0,5,1995,1,12,400,402,5,6,35,0,4,0
2,1,6,0,1,0,0,10,1995,1,11,400,361,1,5,28,0,2,0
1,1,7,0,2,0,0,10,1995,1,12,400,392,1,3,41,5,5,0
4,1,7,1,1,0,0,8,1996,1,13,400,382,1,14,58,3,4,0
4,1,7,0,1,0,0,6,1995,1,11,400,372,2,11,58,5,4,0
1,1,7,0,1,1,0,7,1995,1,13,700,368,5,3,47,0,2,0
1,0,4,1,1,0,0,4,1995,1,13,400,365,3,7,26,3,1,0
4,1,5,0,2,0,0,11,1995,1,12,400,367,2,9,42,0,4,1
4,1,1,0,1,0,0,12,1995,1,13,400,371,4,2,18,5,0,0
3,1,6,0,2,0,0,10,1995,0,12,400,366,1,15,52,0,6,0
3,0,7,0,1,0,0,10,1996,1,11,400,383,1,3,68,5,15,0
3,1,5,1,1,0,0,1,1994,1,13,400,51,3,8,30,5,3,0
1,1,2,1,1,0,0,5,1994,1,11,400,370,3,3,19,0,1,0
4,1,4,0,2,0,0,12,1995,1,12,400,365,3,5,30,1,4,0
1,1,6,0,1,0,0,5,1994,1,11,400,425,2,15,40,1,1,0
1,1,5,0,1,0,0,10,1994,1,11,400,372,3,6,32,3,1,0
4,1,3,0,2,0,0,3,1995,0,12,400,368,4,4,35,0,4,0
4,1,5,0,1,0,0,4,1994,0,11,400,359,2,10,42,0,4,0
1,1,6,1,1,0,0,10,1996,1,11,400,381,5,10,31,1,2,1
3,1,6,1,1,0,0,1,1994,1,11,400,10,4,8,37,0,6,0
4,1,6,1,1,0,0,6,1996,1,13,400,382,2,8,64,0,0,0
1,1,6,0,2,0,0,10,1994,1,12,400,365,3,14,40,3,5,0
4,1,6,0,2,0,0,2,1994,1,12,400,367,1,6,36,5,4,0
1,1,6,0,3,0,0,8,1994,1,32,400,365,2,5,40,3,5,1
2,1,6,1,1,0,0,2,1996,0,11,400,365,3,14,45,3,2,0
1,1,6,1,1,0,0,11,1994,1,11,400,367,1,4,45,5,1,0
1,1,4,1,2,0,0,4,1996,1,12,400,374,3,13,49,0,1,0
1,1,6,0,1,0,0,3,1996,1,11,400,366,3,16,46,0,1,0
1,1,5,1,2,0,0,3,1996,0,12,400,380,2,4,33,1,1,0
2,1,6,0,2,0,0,6,1994,0,12,400,365,2,14,36,0,2,0
4,1,5,1,1,0,0,2,1994,0,11,400,371,4,5,35,3,4,0
4,1,5,1,2,0,0,5,1995,1,12,400,368,1,8,35,0,4,0
4,1,5,1,1,0,0,12,1996,1,11,400,367,2,5,34,0,4,0
1,1,7,1,1,1,0,2,1994,1,11,700,369,3,2,48,3,1,0
2,1,5,1,1,0,0,6,1995,1,13,400,361,2,16,26,1,2,0
2,1,5,0,1,0,0,6,1996,0,13,400,371,1,10,35,5,2,0
3,1,5,0,1,0,0,9,1996,1,11,400,374,2,9,28,0,3,0
4,1,3,0,1,0,0,10,1995,1,11,400,360,5,13,23,1,20,0
2,1,5,0,1,0,0,12,1995,1,11,400,491,5,4,28,0,2,0
3,1,6,0,2,0,0,7,1994,1,12,400,365,5,5,41,0,6,0
1,1,7,0,2,0,0,10,1994,1,12,400,373,3,3,58,5,1,0
4,1,4,0,2,0,0,11,1994,1,12,400,365,4,5,31,3,4,0
3,1,5,0,1,0,0,7,1995,0,11,400,363,2,1,26,0,6,0
4,1,6,0,1,0,0,3,1995,1,13,400,371,4,9,33,0,4,0
3,1,7,0,1,0,0,6,1994,1,11,400,380,2,12,47,0,3,0
3,1,6,1,2,0,0,8,1996,1,21,400,377,1,5,29,0,15,0
2,1,7,0,3,0,0,1,1995,1,33,400,28,3,4,50,1,10,0
1,1,5,0,1,0,0,9,1995,1,13,400,367,2,12,33,3,1,0
3,1,5,0,1,0,0,3,1996,0,13,400,373,2,11,31,5,3,0
1,1,6,0,1,0,0,12,1995,1,11,400,360,3,15,42,5,1,0
2,1,4,1,1,0,0,5,1995,0,13,400,372,4,5,29,0,0,0
2,1,5,0,2,0,0,3,1995,1,12,400,380,4,14,32,1,2,0
3,1,6,0,2,0,0,8,1996,1,12,400,375,2,3,33,5,6,0
4,1,7,0,1,0,0,3,1994,1,13,400,368,2,3,77,0,0,0
3,1,7,1,2,0,0,1,1996,1,12,400,366,3,6,56,5,3,0
1,1,7,0,1,0,0,7,1995,1,13,400,362,4,1,46,3,5,0
1,1,6,0,2,0,0,12,1996,1,12,400,440,4,9,46,0,1,0
3,1,7,0,2,0,0,4,1996,1,12,400,369,1,11,40,5,6,0
4,1,5,1,2,0,0,9,1996,1,12,400,366,4,12,27,1,8,0
4,1,2,1,1,0,0,6,1994,0,13,400,371,1,14,24,5,4,0
4,1,5,0,1,0,0,7,1996,1,11,400,365,5,4,46,3,4,0
2,1,3,0,1,0,0,6,1995,1,11,400,370,4,7,25,0,2,0
3,1,6,1,1,0,0,1,1994,1,11,400,373,3,1,41,1,3,0
4,1,5,0,2,0,0,6,1994,0,12,400,373,4,13,30,0,8,0
4,1,3,0,1,0,0,7,1994,0,11,400,363,1,6,32,1,4,0
4,1,7,1,1,0,0,2,1994,1,13,400,373,1,13,51,0,8,0
4,1,7,0,2,0,0,4,1994,1,12,400,366,1,7,49,0,8,0
2,1,4,0,2,0,0,2,1995,1,12,400,367,3,10,24,0,2,0
4,1,4,0,1,0,0,10,1995,1,13,400,373,4,9,44,0,4,0
4,0,7,1,2,0,0,6,1994,1,12,400,366,2,13,47,5,4,0
3,1,5,0,1,0,0,3,1994,1,13,400,395,2,9,27,0,3,0
3,0,6,0,2,0,0,11,1995,1,12,400,370,2,11,35,5,3,1
4,1,6,0,1,0,0,1,1996,1,13,400,366,2,9,44,5,8,0
1,1,6,0,2,0,0,10,1994,1,12,400,552,3,8,41,1,3,0
1,1,6,0,1,0,0,12,1994,1,11,400,361,4,16,37,0,2,0
4,1,7,0,1,0,0,3,1995,1,11,400,368,2,16,39,0,4,0
1,1,6,1,1,0,0,5,1994,1,11,400,368,3,2,30,0,1,0
2,1,7,0,2,0,0,12,1996,1,12,400,365,2,2,38,0,6,0
4,1,6,0,1,0,0,1,1994,1,11,400,361,4,6,32,0,4,0
2,1,6,0,2,0,0,10,1995,1,12,400,365,1,3,39,5,2,0
4,1,6,0,2,0,0,9,1996,1,12,400,365,2,11,45,0,8,0
4,1,5,0,1,0,0,3,1994,0,11,400,359,2,13,28,0,4,0
4,1,5,1,1,0,0,5,1995,1,11,400,365,2,6,32,3,8,0
3,1,4,0,1,0,0,11,1994,1,13,400,430,3,8,31,5,3,0
1,1,6,1,2,0,0,12,1996,0,12,400,375,4,5,41,5,3,0
2,1,6,1,1,0,0,7,1994,1,13,400,374,3,11,53,3,4,0
1,1,5,0,1,0,0,10,1995,1,13,400,367,1,7,30,0,0,0
2,1,4,0,1,0,0,1,1994,0,11,400,4,5,2,21,0,2,0
1,1,0,0,2,0,0,4,1995,1,12,400,375,3,16,19,0,5,0
2,1,6,0,1,0,0,4,1994,1,13,400,363,1,15,45,0,4,0
4,1,6,0,1,0,0,8,1996,1,11,400,368,3,9,41,5,8,0
4,1,5,1,1,0,0,9,1995,1,11,400,366,3,8,26,1,4,0
2,1,5,0,2,0,0,6,1994,1,12,400,365,4,2,33,0,4,0
4,1,6,1,2,1,0,2,1994,1,12,500,365,2,12,41,5,8,0
1,1,4,0,1,0,0,2,1994,1,11,400,376,2,1,21,0,1,0
1,1,7,0,2,0,0,8,1995,1,12,400,365,5,9,71,5,3,0
4,1,7,0,1,0,0,1,1994,1,13,400,361,1,10,48,5,4,0
2,1,5,1,1,0,0,5,1994,1,11,400,382,4,14,33,5,2,0
1,0,7,0,1,0,0,5,1996,1,13,400,359,3,1,39,1,2,0
1,0,7,1,1,0,0,8,1995,1,11,400,373,4,15,54,0,5,0
2,0,6,0,1,0,0,7,1994,1,11,400,371,4,15,50,5,6,0
3,1,6,0,2,0,0,2,1994,1,12,400,365,4,12,31,5,6,0
1,1,5,1,1,0,0,10,1994,0,13,400,369,2,14,45,0,1,0
4,1,7,1,1,0,0,6,1995,1,11,400,359,1,4,52,5,4,0
4,1,5,1,1,0,0,11,1996,0,11,400,389,3,16,50,0,4,0
1,1,6,0,2,0,0,7,1995,1,12,400,369,2,16,46,1,2,0
1,0,4,0,1,0,0,10,1995,1,13,400,370,4,16,29,0,1,0
1,1,6,0,1,0,0,11,1995,1,11,400,371,2,1,36,3,2,0
4,1,5,0,1,0,0,6,1996,1,11,400,388,3,3,33,0,4,0
4,1,4,0,1,0,0,4,1995,1,11,400,365,3,15,27,1,4,0
3,1,6,0,1,0,0,1,1996,1,11,400,359,2,8,32,0,6,0
4,1,6,0,1,0,0,10,1995,1,13,400,360,4,16,31,0,0,0
2,0,0,0,1,0,0,5,1994,1,13,400,372,4,6,19,0,10,0
3,1,7,0,1,0,0,7,1996,1,11,400,366,5,3,51,5,3,0
4,1,3,0,1,0,0,5,1994,1,13,400,371,2,6,24,0,4,0
1,1,7,1,2,0,0,4,1995,1,12,400,365,4,12,53,5,2,0
3,1,5,0,2,0,0,5,1994,0,12,400,366,2,8,26,0,3,0
4,1,5,0,2,0,0,4,1994,1,12,400,392,1,8,36,0,4,0
2,1,6,1,1,0,0,5,1995,1,13,400,371,4,8,51,5,2,0
3,1,4,0,1,0,0,9,1995,1,11,400,362,4,5,33,1,3,1
1,1,6,1,1,0,0,8,1996,1,11,400,379,1,12,54,0,2,0
4,1,6,1,1,0,0,8,1995,1,11,400,373,2,12,33,1,4,0
4,1,7,0,1,0,0,5,1994,1,13,400,375,4,10,58,5,20,0
3,1,6,0,2,0,0,3,1994,0,12,400,370,3,12,41,0,6,0
1,1,5,0,1,0,0,6,1995,1,13,400,360,4,14,32,0,1,0
3,1,6,1,1,0,0,10,1994,1,13,400,382,4,10,52,5,0,0
3,0,4,0,1,0,0,9,1995,1,11,400,376,2,14,27,0,3,1
3,1,5,0,2,0,0,6,1995,1,12,400,361,3,8,28,5,6,0
3,1,6,0,2,0,0,1,1995,0,12,400,369,2,15,31,0,6,0
2,1,7,1,1,0,0,1,1995,1,11,400,365,4,9,46,5,2,0
3,1,2,0,2,0,0,5,1995,1,12,400,365,2,2,24,5,3,0
1,1,6,0,2,0,0,6,1996,1,12,400,365,2,11,43,1,1,0
4,1,6,1,2,0,0,2,1995,0,12,400,365,1,1,32,5,8,0
3,1,7,0,1,0,0,11,1995,1,13,400,368,3,9,50,0,6,0
1,1,7,1,2,0,0,9,1995,1,12,400,375,4,16,53,0,1,0
2,1,3,0,2,0,0,4,1995,1,21,400,366,1,1,16,0,10,0
3,1,7,0,2,0,0,10,1995,1,12,400,372,2,8,41,0,3,0
1,1,5,0,3,0,0,8,1995,1,33,400,435,3,2,33,5,5,0
1,1,7,0,1,0,0,2,1994,1,13,400,374,5,13,61,0,1,0
2,1,7,0,2,0,0,9,1994,1,12,400,365,3,3,66,5,6,0
2,1,4,0,1,0,0,10,1995,0,11,400,372,4,5,41,3,2,0
3,1,3,0,1,0,0,4,1995,1,13,400,361,1,4,25,0,0,0
1,0,0,0,1,0,0,2,1996,1,11,400,375,4,15,19,0,5,1
4,0,5,0,1,0,0,4,1994,1,11,400,372,5,4,37,1,4,0
4,1,6,0,1,0,0,1,1996,1,13,400,99,3,12,37,5,0,0
4,1,7,0,1,0,0,7,1994,1,11,400,361,2,13,46,5,4,0
2,1,3,0,1,0,0,5,1996,1,11,400,360,3,16,48,0,10,0
2,1,6,0,2,0,0,9,1996,1,12,400,359,3,16,54,0,4,0
4,1,7,0,2,0,0,5,1995,1,12,400,366,5,11,39,3,4,0
4,1,7,1,1,0,0,11,1995,1,13,400,377,1,3,44,3,4,0
2,1,6,0,2,0,0,6,1996,1,12,400,369,5,14,44,5,10,0
2,1,0,0,2,0,0,2,1995,1,12,400,366,2,6,19,0,10,0
1,1,7,0,1,0,0,6,1995,1,11,400,362,1,16,54,5,5,0
2,1,6,0,1,0,0,2,1994,1,13,400,97,5,9,34,1,0,0
1,1,3,1,1,0,0,1,1995,0,13,400,372,1,14,23,1,0,1
2,1,5,0,1,0,0,6,1995,1,11,400,361,1,9,34,1,2,0
1,0,6,1,3,0,0,8,1994,1,33,400,366,2,16,38,0,3,0
3,1,6,0,2,0,0,3,1996,1,12,400,368,3,15,26,5,6,1
4,1,6,0,2,0,0,2,1996,1,12,400,370,3,15,42,0,4,0
1,1,6,0,2,0,0,1,1994,0,12,400,52,2,14,54,5,1,0
4,1,5,0,1,0,0,11,1994,1,11,400,377,2,12,28,1,4,0
1,1,5,0,1,0,0,11,1994,1,11,400,365,5,11,33,5,2,0
2,1,6,0,1,0,0,5,1996,1,11,400,366,2,12,31,5,2,0
1,0,5,0,1,0,0,5,1995,1,11,400,386,5,4,39,1,0,0
1,1,5,0,1,0,0,11,1994,1,11,400,426,5,1,28,0,2,0
2,1,7,0,1,0,0,9,1994,1,13,400,367,4,5,60,3,2,0
2,1,7,1,2,0,0,9,1996,1,12,400,374,5,7,63,5,0,0
1,1,6,1,2,0,0,6,1994,1,12,400,370,5,11,40,3,2,0
2,1,6,0,1,0,0,3,1995,1,11,400,397,4,6,37,1,2,0
4,1,6,0,1,0,0,5,1994,1,11,400,370,5,2,48,0,8,0
4,1,7,0,2,0,0,8,1994,1,12,400,365,4,10,48,5,8,0
3,1,4,0,2,0,0,9,1996,1,21,400,429,3,16,27,0,15,0
2,1,6,0,2,0,0,7,1996,1,12,400,359,2,11,26,3,2,1
1,1,7,1,1,0,0,7,1995,1,13,400,366,3,9,48,1,0,0
2,1,5,0,2,0,0,6,1994,1,12,400,369,4,13,43,5,10,0
2,1,5,1,1,0,0,1,1995,1,11,400,360,2,7,34,0,2,0
3,1,6,1,1,0,0,10,1994,1,11,400,614,1,14,37,0,6,0
3,1,6,0,1,0,0,6,1996,1,13,400,366,4,15,39,5,6,0
3,1,7,1,1,0,0,3,1995,1,13,400,365,3,3,58,5,15,0
3,1,4,0,1,0,0,1,1994,1,11,400,360,3,2,34,5,3,0
4,1,7,1,1,0,0,3,1994,1,11,400,366,3,2,49,5,20,0
4,0,7,0,3,0,0,7,1994,1,33,400,373,3,12,55,0,8,1
3,1,2,0,1,0,0,6,1995,1,11,400,370,4,1,18,1,3,0
3,1,7,1,2,0,0,2,1995,1,12,400,366,4,16,41,3,6,0
1,1,6,0,1,0,0,10,1994,1,13,400,365,3,10,42,1,1,0
3,1,6,0,2,0,0,6,1994,1,12,400,367,4,6,35,3,15,0
2,1,5,0,1,0,0,11,1996,1,11,400,372,2,12,27,3,2,0
4,1,7,0,1,0,0,2,1995,1,13,400,363,1,12,42,0,4,0
4,1,6,1,2,0,0,3,1995,0,12,400,367,5,5,38,5,16,1
2,0,5,0,1,0,0,12,1994,1,11,400,374,2,5,50,5,2,0
3,1,6,0,1,0,0,10,1995,1,11,400,368,2,8,32,0,3,0
3,1,7,0,1,0,0,8,1995,1,11,400,366,1,11,72,1,6,0
1,1,6,0,3,0,0,7,1994,1,33,400,390,1,4,26,0,3,0
3,1,7,1,1,0,0,5,1994,1,13,400,370,2,9,52,5,3,0
2,1,5,1,1,0,0,1,1995,0,11,400,95,3,10,29,0,2,0
1,1,7,0,2,0,0,6,1996,1,12,400,409,3,12,54,5,1,0
2,1,4,1,1,0,0,11,1995,0,13,400,368,2,15,30,0,10,0
1,1,6,0,2,0,0,10,1994,1,12,400,365,4,4,28,3,2,0
1,1,5,0,1,0,0,8,1994,1,13,400,375,4,15,51,0,2,0
4,1,6,1,1,1,0,7,1996,1,13,700,359,2,14,45,1,4,0
4,0,4,1,1,0,0,3,1995,1,11,400,368,4,16,22,5,8,0
4,1,6,0,2,0,0,8,1995,1,12,400,366,5,14,38,5,8,1
2,1,7,0,1,0,0,1,1996,1,11,400,25,4,7,55,3,4,0
1,1,4,0,1,0,0,6,1994,0,11,400,360,4,2,33,5,2,0
1,0,5,1,1,0,0,4,1994,1,11,400,359,1,16,34,3,1,0
1,1,5,1,1,0,0,8,1994,1,13,400,373,1,14,45,3,1,0
4,1,1,0,2,0,0,10,1995,1,12,400,365,1,2,18,5,4,0
2,1,6,1,2,0,0,2,1994,1,21,400,373,4,16,38,0,10,0
2,1,7,1,1,0,0,12,1994,1,11,400,360,1,1,42,5,10,0
1,1,4,0,1,0,0,8,1995,0,11,400,383,1,9,28,3,1,0
3,1,0,0,1,0,0,6,1995,0,11,400,369,5,11,27,0,15,0
4,1,6,0,2,0,0,4,1994,0,12,400,366,1,15,28,5,4,0
2,1,6,0,1,0,0,9,1995,1,11,400,434,2,9,37,3,2,0
4,1,6,0,2,0,0,10,1995,1,12,400,419,5,1,41,5,8,0
3,1,0,0,3,0,0,4,1995,1,33,400,127,3,10,18,0,15,0
3,1,5,0,2,0,0,4,1996,1,12,400,366,1,14,33,0,6,0
4,1,7,1,1,0,0,5,1996,1,13,400,369,3,12,50,0,4,0
3,1,5,1,1,0,0,8,1994,1,11,400,365,2,3,30,3,3,0
4,1,4,1,1,0,0,3,1994,1,13,400,367,2,16,22,0,4,0
2,0,5,1,2,0,0,4,1996,1,12,400,366,3,1,60,0,2,0
1,1,7,1,1,0,0,12,1995,1,11,400,374,2,7,54,0,1,0
2,1,0,0,1,0,0,1,1995,1,11,400,14,4,9,19,0,10,0
1,1,6,0,1,0,0,4,1994,0,13,400,361,3,1,28,0,1,0
4,1,7,0,2,0,0,5,1994,1,12,400,359,3,7,45,0,4,0
3,1,6,1,1,0,0,2,1995,1,13,400,372,2,10,50,0,3,0
3,1,5,0,2,0,0,6,1995,1,12,400,398,3,15,33,5,6,0
4,1,5,0,2,0,0,2,1994,0,12,400,366,2,7,32,3,4,0
3,1,6,0,2,0,0,1,1994,1,12,400,359,4,9,55,1,3,0
1,1,7,0,2,0,0,2,1994,0,12,400,370,3,13,46,5,2,0
3,1,5,0,1,0,0,12,1995,1,11,400,363,4,9,33,0,3,0
